student_id,date_registered,f2p,total_minutes_watched,buckets
258798,2022-01-01,0,0.28,"(0, 5]"
258799,2022-01-01,0,0,[0]
258800,2022-01-01,1,0,[0]
258801,2022-01-01,0,0,[0]
258802,2022-01-01,0,0,[0]
258803,2022-01-01,1,62.57,"(60, 70]"
258804,2022-01-01,0,14.18,"(10, 15]"
258805,2022-01-01,0,0,[0]
258806,2022-01-01,0,0,[0]
258807,2022-01-01,0,1.82,"(0, 5]"
258808,2022-01-01,0,0,[0]
258809,2022-01-01,0,53.22,"(50, 60]"
258810,2022-01-01,0,3.23,"(0, 5]"
258811,2022-01-01,0,41.88,"(40, 50]"
258812,2022-01-01,0,2.2,"(0, 5]"
258813,2022-01-01,0,2.1,"(0, 5]"
258814,2022-01-01,0,8.72,"(5, 10]"
258815,2022-01-01,0,28.98,"(25, 30]"
258816,2022-01-01,0,0.81,"(0, 5]"
258817,2022-01-01,0,0.38,"(0, 5]"
258818,2022-01-01,1,12.84,"(10, 15]"
258819,2022-01-01,0,6.58,"(5, 10]"
258820,2022-01-01,0,0,[0]
258821,2022-01-01,0,0,[0]
258822,2022-01-01,1,50.02,"(50, 60]"
258823,2022-01-01,0,0,[0]
258824,2022-01-01,0,1.32,"(0, 5]"
258825,2022-01-01,0,0,[0]
258826,2022-01-01,0,0.27,"(0, 5]"
258827,2022-01-01,0,0.3,"(0, 5]"
258828,2022-01-01,0,0.4,"(0, 5]"
258829,2022-01-01,0,12.52,"(10, 15]"
258830,2022-01-01,0,0.93,"(0, 5]"
258831,2022-01-01,0,0.08,"(0, 5]"
258832,2022-01-01,1,71.17,"(70, 80]"
258833,2022-01-01,0,1.28,"(0, 5]"
258834,2022-01-01,0,21.85,"(20, 25]"
258835,2022-01-01,0,0,[0]
258836,2022-01-01,0,0,[0]
258837,2022-01-01,0,35.72,"(30, 40]"
258838,2022-01-01,0,0,[0]
258839,2022-01-01,0,0,[0]
258840,2022-01-01,0,42.12,"(40, 50]"
258841,2022-01-01,0,0.57,"(0, 5]"
258842,2022-01-01,0,0,[0]
258843,2022-01-01,0,0,[0]
258844,2022-01-01,0,0,[0]
258845,2022-01-01,0,1556.05,"(1000, 2000]"
258846,2022-01-01,0,6.88,"(5, 10]"
258847,2022-01-01,0,0,[0]
258848,2022-01-01,0,0.05,"(0, 5]"
258849,2022-01-01,0,12.03,"(10, 15]"
258850,2022-01-01,0,0,[0]
258851,2022-01-01,0,6.58,"(5, 10]"
258852,2022-01-01,0,0.07,"(0, 5]"
258853,2022-01-01,0,0,[0]
258854,2022-01-01,0,0,[0]
258855,2022-01-01,0,0.15,"(0, 5]"
258856,2022-01-01,0,0,[0]
258857,2022-01-01,0,0.75,"(0, 5]"
258858,2022-01-01,0,0,[0]
258859,2022-01-01,0,0,[0]
258860,2022-01-01,0,12.18,"(10, 15]"
258861,2022-01-01,0,21.54,"(20, 25]"
258862,2022-01-01,1,40.53,"(40, 50]"
258863,2022-01-01,0,415.73,"(240, 480]"
258864,2022-01-01,0,0,[0]
258865,2022-01-01,1,67.53,"(60, 70]"
258866,2022-01-01,0,0,[0]
258867,2022-01-01,0,0,[0]
258868,2022-01-01,0,0,[0]
258869,2022-01-01,0,1.2,"(0, 5]"
258870,2022-01-01,0,4.7,"(0, 5]"
258871,2022-01-01,0,2.22,"(0, 5]"
258872,2022-01-01,0,63.82,"(60, 70]"
258873,2022-01-01,0,0,[0]
258874,2022-01-01,0,0,[0]
258875,2022-01-01,0,0,[0]
258876,2022-01-01,0,73.52,"(70, 80]"
258877,2022-01-01,0,0,[0]
258878,2022-01-01,1,0,[0]
258879,2022-01-01,0,1.18,"(0, 5]"
258880,2022-01-01,0,73.16,"(70, 80]"
258881,2022-01-01,0,1.85,"(0, 5]"
258882,2022-01-01,0,0.5,"(0, 5]"
258883,2022-01-01,1,0,[0]
258884,2022-01-01,0,0.25,"(0, 5]"
258885,2022-01-01,0,61.67,"(60, 70]"
258886,2022-01-01,0,0,[0]
258887,2022-01-01,0,0.07,"(0, 5]"
258888,2022-01-01,0,0.67,"(0, 5]"
258889,2022-01-01,0,0,[0]
258890,2022-01-01,0,1.2,"(0, 5]"
258891,2022-01-01,0,0,[0]
258892,2022-01-01,0,11.16,"(10, 15]"
258893,2022-01-01,0,25.25,"(25, 30]"
258894,2022-01-01,0,61.97,"(60, 70]"
258895,2022-01-01,0,11.2,"(10, 15]"
258896,2022-01-01,0,0,[0]
258897,2022-01-01,0,0.1,"(0, 5]"
258898,2022-01-01,0,0,[0]
258899,2022-01-01,0,0,[0]
258900,2022-01-01,0,0,[0]
258901,2022-01-01,0,0,[0]
258902,2022-01-01,0,18.85,"(15, 20]"
258903,2022-01-01,0,9.28,"(5, 10]"
258904,2022-01-01,0,218.96,"(120, 240]"
258905,2022-01-01,0,3.58,"(0, 5]"
258906,2022-01-01,0,250.38,"(240, 480]"
258907,2022-01-01,0,12.25,"(10, 15]"
258908,2022-01-01,1,15.03,"(15, 20]"
258909,2022-01-01,0,0,[0]
258910,2022-01-02,0,6.62,"(5, 10]"
258911,2022-01-02,0,0,[0]
258912,2022-01-02,0,15.46,"(15, 20]"
258913,2022-01-02,1,45.52,"(40, 50]"
258914,2022-01-02,0,2.78,"(0, 5]"
258915,2022-01-02,0,40.63,"(40, 50]"
258916,2022-01-02,1,0,[0]
258917,2022-01-02,0,6.55,"(5, 10]"
258918,2022-01-02,0,0,[0]
258919,2022-01-02,0,0,[0]
258920,2022-01-02,0,65.33,"(60, 70]"
258921,2022-01-02,0,0,[0]
258922,2022-01-02,1,68.94,"(60, 70]"
258923,2022-01-02,0,0,[0]
258924,2022-01-02,0,363.28,"(240, 480]"
258925,2022-01-02,0,6.73,"(5, 10]"
258926,2022-01-02,0,0,[0]
258927,2022-01-02,0,5.67,"(5, 10]"
258928,2022-01-02,0,0,[0]
258929,2022-01-02,0,43.82,"(40, 50]"
258930,2022-01-02,1,32.85,"(30, 40]"
258931,2022-01-02,0,0,[0]
258932,2022-01-02,0,0,[0]
258933,2022-01-02,0,5.78,"(5, 10]"
258934,2022-01-02,0,0,[0]
258935,2022-01-02,0,0,[0]
258936,2022-01-02,0,25.45,"(25, 30]"
258937,2022-01-02,0,0,[0]
258938,2022-01-02,0,0,[0]
258939,2022-01-02,0,10.81,"(10, 15]"
258940,2022-01-02,0,11.1,"(10, 15]"
258941,2022-01-02,0,0,[0]
258942,2022-01-02,0,0,[0]
258943,2022-01-02,0,0,[0]
258944,2022-01-02,0,0,[0]
258945,2022-01-02,0,0,[0]
258946,2022-01-02,0,0,[0]
258947,2022-01-02,0,0.05,"(0, 5]"
258948,2022-01-02,0,0,[0]
258949,2022-01-02,0,0,[0]
258950,2022-01-02,0,0,[0]
258951,2022-01-02,0,90.66,"(90, 100]"
258952,2022-01-02,0,0,[0]
258953,2022-01-02,0,0,[0]
258954,2022-01-02,0,3.42,"(0, 5]"
258955,2022-01-02,1,93.23,"(90, 100]"
258956,2022-01-02,1,14.78,"(10, 15]"
258957,2022-01-02,0,3.64,"(0, 5]"
258958,2022-01-02,0,0,[0]
258959,2022-01-02,0,0.13,"(0, 5]"
258960,2022-01-02,0,3.37,"(0, 5]"
258961,2022-01-02,0,0,[0]
258962,2022-01-02,0,0.12,"(0, 5]"
258963,2022-01-02,0,0,[0]
258964,2022-01-02,0,0,[0]
258965,2022-01-02,0,1.45,"(0, 5]"
258966,2022-01-02,0,0,[0]
258967,2022-01-02,0,2.8,"(0, 5]"
258968,2022-01-02,0,0,[0]
258969,2022-01-02,0,5.18,"(5, 10]"
258970,2022-01-02,0,33.87,"(30, 40]"
258971,2022-01-02,1,77.74,"(70, 80]"
258972,2022-01-02,0,0,[0]
258973,2022-01-02,0,20.28,"(20, 25]"
258974,2022-01-02,0,20.87,"(20, 25]"
258975,2022-01-02,0,0,[0]
258976,2022-01-02,0,0,[0]
258977,2022-01-02,0,0,[0]
258978,2022-01-02,0,0,[0]
258979,2022-01-02,0,1.5,"(0, 5]"
258980,2022-01-02,1,0.13,"(0, 5]"
258981,2022-01-02,0,0,[0]
258982,2022-01-02,0,0.08,"(0, 5]"
258983,2022-01-02,0,0,[0]
258984,2022-01-02,1,19.82,"(15, 20]"
258985,2022-01-02,0,0,[0]
258986,2022-01-02,0,0,[0]
258987,2022-01-02,0,0.3,"(0, 5]"
258988,2022-01-02,0,0,[0]
258989,2022-01-02,0,0.27,"(0, 5]"
258990,2022-01-02,0,0,[0]
258991,2022-01-02,0,5.6,"(5, 10]"
258992,2022-01-02,0,0,[0]
258993,2022-01-02,0,0.32,"(0, 5]"
258994,2022-01-02,0,95.1,"(90, 100]"
258995,2022-01-02,0,0,[0]
258996,2022-01-02,0,39.19,"(30, 40]"
258997,2022-01-02,0,10.46,"(10, 15]"
258998,2022-01-02,0,0.25,"(0, 5]"
258999,2022-01-02,0,0.48,"(0, 5]"
259000,2022-01-02,0,57.24,"(50, 60]"
259001,2022-01-02,0,7.87,"(5, 10]"
259002,2022-01-02,0,52.27,"(50, 60]"
259003,2022-01-02,0,0,[0]
259004,2022-01-02,0,0,[0]
259005,2022-01-02,0,2.57,"(0, 5]"
259006,2022-01-02,0,0,[0]
259007,2022-01-02,0,0,[0]
259008,2022-01-02,0,1.08,"(0, 5]"
259009,2022-01-02,0,0,[0]
259010,2022-01-02,0,0,[0]
259011,2022-01-02,1,53.57,"(50, 60]"
259012,2022-01-02,0,61.73,"(60, 70]"
259013,2022-01-02,0,0,[0]
259014,2022-01-02,0,2.35,"(0, 5]"
259015,2022-01-02,0,149.3,"(120, 240]"
259016,2022-01-02,0,0,[0]
259017,2022-01-02,0,1.1,"(0, 5]"
259018,2022-01-02,0,0.67,"(0, 5]"
259020,2022-01-02,0,5.82,"(5, 10]"
259021,2022-01-02,0,0,[0]
259022,2022-01-02,0,1.2,"(0, 5]"
259023,2022-01-02,0,0,[0]
259024,2022-01-02,0,27.01,"(25, 30]"
259025,2022-01-02,0,2.28,"(0, 5]"
259026,2022-01-02,1,64.39,"(60, 70]"
259027,2022-01-02,0,0,[0]
259028,2022-01-02,1,95.78,"(90, 100]"
259029,2022-01-02,0,10.42,"(10, 15]"
259030,2022-01-02,0,0,[0]
259031,2022-01-02,0,0,[0]
259032,2022-01-02,0,30.65,"(30, 40]"
259033,2022-01-02,0,3.3,"(0, 5]"
259034,2022-01-02,0,34.1,"(30, 40]"
259035,2022-01-02,0,1.08,"(0, 5]"
259036,2022-01-02,0,6.47,"(5, 10]"
259037,2022-01-02,0,0,[0]
259038,2022-01-02,0,0,[0]
259039,2022-01-02,1,72.03,"(70, 80]"
259040,2022-01-02,0,0.13,"(0, 5]"
259041,2022-01-02,0,0.18,"(0, 5]"
259042,2022-01-02,0,194.55,"(120, 240]"
259043,2022-01-02,0,11,"(10, 15]"
259044,2022-01-02,0,0,[0]
259045,2022-01-02,0,2.22,"(0, 5]"
259046,2022-01-02,0,141.17,"(120, 240]"
259047,2022-01-02,0,27.18,"(25, 30]"
259048,2022-01-02,0,0.63,"(0, 5]"
259049,2022-01-02,0,0,[0]
259050,2022-01-02,0,0,[0]
259051,2022-01-02,0,0.42,"(0, 5]"
259052,2022-01-02,0,0,[0]
259053,2022-01-03,0,0,[0]
259054,2022-01-03,1,0,[0]
259055,2022-01-03,0,1.98,"(0, 5]"
259056,2022-01-03,0,0.47,"(0, 5]"
259057,2022-01-03,0,8.37,"(5, 10]"
259058,2022-01-03,0,1.21,"(0, 5]"
259059,2022-01-03,0,4.3,"(0, 5]"
259060,2022-01-03,0,30.17,"(30, 40]"
259061,2022-01-03,0,0,[0]
259062,2022-01-03,0,9.52,"(5, 10]"
259063,2022-01-03,0,4.72,"(0, 5]"
259064,2022-01-03,0,0,[0]
259065,2022-01-03,0,0.37,"(0, 5]"
259066,2022-01-03,0,0,[0]
259067,2022-01-03,0,59.77,"(50, 60]"
259068,2022-01-03,0,46.53,"(40, 50]"
259069,2022-01-03,0,1.03,"(0, 5]"
259070,2022-01-03,1,0,[0]
259071,2022-01-03,0,53.58,"(50, 60]"
259072,2022-01-03,0,1.75,"(0, 5]"
259073,2022-01-03,0,0,[0]
259074,2022-01-03,0,0,[0]
259075,2022-01-03,0,0,[0]
259076,2022-01-03,0,0,[0]
259077,2022-01-03,0,10.2,"(10, 15]"
259078,2022-01-03,0,0.85,"(0, 5]"
259079,2022-01-03,0,0.23,"(0, 5]"
259080,2022-01-03,0,156.25,"(120, 240]"
259081,2022-01-03,0,0,[0]
259082,2022-01-03,0,0,[0]
259083,2022-01-03,0,0,[0]
259084,2022-01-03,0,16.99,"(15, 20]"
259085,2022-01-03,0,0.9,"(0, 5]"
259086,2022-01-03,0,5.3,"(5, 10]"
259087,2022-01-03,0,1.33,"(0, 5]"
259088,2022-01-03,0,86.4,"(80, 90]"
259089,2022-01-03,0,0,[0]
259090,2022-01-03,0,9.95,"(5, 10]"
259091,2022-01-03,0,0,[0]
259092,2022-01-03,0,0,[0]
259093,2022-01-03,0,99.11,"(90, 100]"
259094,2022-01-03,0,0,[0]
259095,2022-01-03,0,0.07,"(0, 5]"
259096,2022-01-03,0,0,[0]
259097,2022-01-03,0,12.2,"(10, 15]"
259098,2022-01-03,0,20.04,"(20, 25]"
259099,2022-01-03,0,1.1,"(0, 5]"
259100,2022-01-03,0,0,[0]
259101,2022-01-03,0,1.83,"(0, 5]"
259102,2022-01-03,0,0.22,"(0, 5]"
259103,2022-01-03,0,13.68,"(10, 15]"
259104,2022-01-03,0,0.72,"(0, 5]"
259105,2022-01-03,0,127.87,"(120, 240]"
259106,2022-01-03,1,60.22,"(60, 70]"
259107,2022-01-03,0,0,[0]
259108,2022-01-03,0,27.98,"(25, 30]"
259109,2022-01-03,0,0,[0]
259110,2022-01-03,0,68.6,"(60, 70]"
259111,2022-01-03,0,0,[0]
259112,2022-01-03,0,0,[0]
259113,2022-01-03,0,0.42,"(0, 5]"
259114,2022-01-03,0,1.95,"(0, 5]"
259115,2022-01-03,0,0.7,"(0, 5]"
259116,2022-01-03,0,37.9,"(30, 40]"
259117,2022-01-03,0,0,[0]
259118,2022-01-03,0,98.04,"(90, 100]"
259119,2022-01-03,0,0,[0]
259120,2022-01-03,0,0,[0]
259121,2022-01-03,0,60,"(50, 60]"
259122,2022-01-03,0,0,[0]
259123,2022-01-03,0,65.92,"(60, 70]"
259124,2022-01-03,0,0,[0]
259125,2022-01-03,0,5.63,"(5, 10]"
259126,2022-01-03,0,4.92,"(0, 5]"
259127,2022-01-03,0,2.07,"(0, 5]"
259128,2022-01-03,0,0,[0]
259129,2022-01-03,0,0,[0]
259130,2022-01-03,0,0,[0]
259131,2022-01-03,0,0,[0]
259132,2022-01-03,0,0,[0]
259133,2022-01-03,0,2.38,"(0, 5]"
259134,2022-01-03,0,13.58,"(10, 15]"
259135,2022-01-03,0,0,[0]
259136,2022-01-03,0,0,[0]
259137,2022-01-03,0,6.03,"(5, 10]"
259138,2022-01-03,0,12.63,"(10, 15]"
259139,2022-01-03,0,0,[0]
259140,2022-01-03,0,0,[0]
259141,2022-01-03,0,0,[0]
259142,2022-01-03,0,0,[0]
259143,2022-01-03,0,24.19,"(20, 25]"
259144,2022-01-03,0,3.02,"(0, 5]"
259145,2022-01-03,0,0.32,"(0, 5]"
259146,2022-01-03,0,3.33,"(0, 5]"
259147,2022-01-03,0,0,[0]
259148,2022-01-03,0,0.05,"(0, 5]"
259149,2022-01-03,0,38.15,"(30, 40]"
259150,2022-01-03,0,0.2,"(0, 5]"
259151,2022-01-03,0,0,[0]
259152,2022-01-03,0,10.7,"(10, 15]"
259153,2022-01-03,0,0,[0]
259154,2022-01-03,0,0,[0]
259155,2022-01-03,1,79.68,"(70, 80]"
259156,2022-01-03,0,2.42,"(0, 5]"
259157,2022-01-03,0,0,[0]
259158,2022-01-03,0,0.52,"(0, 5]"
259159,2022-01-03,0,0,[0]
259160,2022-01-03,0,0.95,"(0, 5]"
259161,2022-01-03,0,0,[0]
259162,2022-01-03,0,0,[0]
259163,2022-01-03,0,0,[0]
259164,2022-01-03,0,0.67,"(0, 5]"
259165,2022-01-03,0,0.22,"(0, 5]"
259166,2022-01-03,0,0,[0]
259167,2022-01-03,0,10.5,"(10, 15]"
259168,2022-01-04,0,0,[0]
259169,2022-01-04,0,0,[0]
259170,2022-01-04,0,1.2,"(0, 5]"
259171,2022-01-04,1,94.92,"(90, 100]"
259172,2022-01-04,0,7.37,"(5, 10]"
259173,2022-01-04,0,0,[0]
259174,2022-01-04,1,215.09,"(120, 240]"
259175,2022-01-04,0,0,[0]
259176,2022-01-04,0,0,[0]
259177,2022-01-04,0,0,[0]
259178,2022-01-04,0,44.42,"(40, 50]"
259179,2022-01-04,0,0,[0]
259180,2022-01-04,0,50.06,"(50, 60]"
259181,2022-01-04,0,0.13,"(0, 5]"
259182,2022-01-04,0,0,[0]
259183,2022-01-04,0,18.25,"(15, 20]"
259184,2022-01-04,0,0.05,"(0, 5]"
259185,2022-01-04,0,0,[0]
259186,2022-01-04,0,0,[0]
259187,2022-01-04,0,9.51,"(5, 10]"
259188,2022-01-04,0,4.27,"(0, 5]"
259189,2022-01-04,0,0,[0]
259190,2022-01-04,1,12.6,"(10, 15]"
259191,2022-01-04,0,0.98,"(0, 5]"
259192,2022-01-04,0,0.42,"(0, 5]"
259193,2022-01-04,0,0,[0]
259194,2022-01-04,0,0,[0]
259195,2022-01-04,0,32.2,"(30, 40]"
259196,2022-01-04,0,3.23,"(0, 5]"
259198,2022-01-04,0,52.46,"(50, 60]"
259199,2022-01-04,0,19.4,"(15, 20]"
259200,2022-01-04,0,0,[0]
259201,2022-01-04,0,1.95,"(0, 5]"
259202,2022-01-04,0,0,[0]
259203,2022-01-04,0,15.67,"(15, 20]"
259204,2022-01-04,0,0.3,"(0, 5]"
259205,2022-01-04,0,9.8,"(5, 10]"
259206,2022-01-04,0,0,[0]
259207,2022-01-04,0,0.95,"(0, 5]"
259208,2022-01-04,0,0,[0]
259209,2022-01-04,1,28.33,"(25, 30]"
259210,2022-01-04,0,43.53,"(40, 50]"
259211,2022-01-04,0,44.86,"(40, 50]"
259212,2022-01-04,0,0,[0]
259213,2022-01-04,0,1.38,"(0, 5]"
259214,2022-01-04,0,0.2,"(0, 5]"
259215,2022-01-04,0,0,[0]
259216,2022-01-04,0,0,[0]
259217,2022-01-04,0,8.17,"(5, 10]"
259218,2022-01-04,0,0,[0]
259219,2022-01-04,0,0,[0]
259220,2022-01-04,0,0,[0]
259221,2022-01-04,0,0,[0]
259222,2022-01-04,0,0.05,"(0, 5]"
259223,2022-01-04,0,0.72,"(0, 5]"
259224,2022-01-04,0,0,[0]
259225,2022-01-04,0,0.62,"(0, 5]"
259226,2022-01-04,0,6.25,"(5, 10]"
259227,2022-01-04,0,0,[0]
259228,2022-01-04,0,0,[0]
259229,2022-01-04,0,2.72,"(0, 5]"
259230,2022-01-04,0,0,[0]
259231,2022-01-04,0,0.12,"(0, 5]"
259232,2022-01-04,0,34.72,"(30, 40]"
259233,2022-01-04,0,68.75,"(60, 70]"
259234,2022-01-04,0,0,[0]
259235,2022-01-04,0,0,[0]
259236,2022-01-04,0,0,[0]
259237,2022-01-04,0,0,[0]
259238,2022-01-04,0,0,[0]
259239,2022-01-04,0,51.35,"(50, 60]"
259240,2022-01-04,0,2.5,"(0, 5]"
259241,2022-01-04,0,0,[0]
259242,2022-01-04,0,9.23,"(5, 10]"
259243,2022-01-04,0,0,[0]
259244,2022-01-04,0,109.95,"(100, 110]"
259245,2022-01-04,0,0,[0]
259246,2022-01-04,0,30.92,"(30, 40]"
259247,2022-01-04,0,75.1,"(70, 80]"
259248,2022-01-04,0,0,[0]
259249,2022-01-04,0,0,[0]
259250,2022-01-04,0,6.53,"(5, 10]"
259251,2022-01-04,0,0,[0]
259252,2022-01-04,0,0,[0]
259253,2022-01-04,0,0,[0]
259254,2022-01-04,0,43.39,"(40, 50]"
259255,2022-01-04,0,0,[0]
259256,2022-01-04,0,0,[0]
259257,2022-01-04,0,0,[0]
259258,2022-01-04,1,20.45,"(20, 25]"
259259,2022-01-04,0,0,[0]
259260,2022-01-04,1,65.45,"(60, 70]"
259261,2022-01-04,1,0,[0]
259262,2022-01-04,1,0.25,"(0, 5]"
259263,2022-01-04,0,0,[0]
259264,2022-01-04,0,64.51,"(60, 70]"
259265,2022-01-04,0,0,[0]
259266,2022-01-04,0,10.77,"(10, 15]"
259267,2022-01-04,0,11.48,"(10, 15]"
259268,2022-01-04,1,178.15,"(120, 240]"
259269,2022-01-04,0,24.11,"(20, 25]"
259270,2022-01-04,0,0,[0]
259271,2022-01-04,0,13.15,"(10, 15]"
259272,2022-01-04,0,0,[0]
259273,2022-01-04,1,27.28,"(25, 30]"
259274,2022-01-04,0,0.6,"(0, 5]"
259275,2022-01-04,0,0.48,"(0, 5]"
259276,2022-01-04,0,19.22,"(15, 20]"
259277,2022-01-04,0,0,[0]
259278,2022-01-04,0,22.42,"(20, 25]"
259279,2022-01-04,0,0,[0]
259280,2022-01-04,0,0,[0]
259281,2022-01-04,0,0,[0]
259282,2022-01-04,0,0,[0]
259283,2022-01-04,1,126.04,"(120, 240]"
259284,2022-01-04,0,143.41,"(120, 240]"
259285,2022-01-04,0,0,[0]
259286,2022-01-04,0,1.08,"(0, 5]"
259287,2022-01-04,0,0,[0]
259288,2022-01-04,0,0,[0]
259289,2022-01-04,0,35.43,"(30, 40]"
259290,2022-01-04,0,0,[0]
259291,2022-01-04,0,0,[0]
259292,2022-01-04,0,0,[0]
259293,2022-01-04,0,0,[0]
259294,2022-01-04,0,0,[0]
259295,2022-01-04,0,0,[0]
259296,2022-01-05,0,0,[0]
259297,2022-01-05,0,238.87,"(120, 240]"
259298,2022-01-05,0,1.87,"(0, 5]"
259299,2022-01-05,0,6.57,"(5, 10]"
259300,2022-01-05,1,119.15,"(110, 120]"
259301,2022-01-05,0,0,[0]
259302,2022-01-05,0,0,[0]
259303,2022-01-05,0,0,[0]
259304,2022-01-05,0,0,[0]
259305,2022-01-05,1,117.42,"(110, 120]"
259306,2022-01-05,0,0.27,"(0, 5]"
259307,2022-01-05,0,3.19,"(0, 5]"
259308,2022-01-05,0,0,[0]
259309,2022-01-05,0,0,[0]
259310,2022-01-05,0,0,[0]
259311,2022-01-05,0,0.32,"(0, 5]"
259312,2022-01-05,0,0,[0]
259313,2022-01-05,0,0,[0]
259314,2022-01-05,0,0,[0]
259315,2022-01-05,0,0.57,"(0, 5]"
259316,2022-01-05,0,0.15,"(0, 5]"
259317,2022-01-05,0,24.74,"(20, 25]"
259318,2022-01-05,0,102.05,"(100, 110]"
259319,2022-01-05,0,0.08,"(0, 5]"
259320,2022-01-05,0,0,[0]
259321,2022-01-05,0,0,[0]
259322,2022-01-05,0,43.8,"(40, 50]"
259323,2022-01-05,0,0,[0]
259324,2022-01-05,0,0,[0]
259325,2022-01-05,0,0.05,"(0, 5]"
259326,2022-01-05,0,2.88,"(0, 5]"
259327,2022-01-05,0,0,[0]
259328,2022-01-05,0,63.21,"(60, 70]"
259329,2022-01-05,0,1.08,"(0, 5]"
259330,2022-01-05,0,0,[0]
259331,2022-01-05,0,0,[0]
259332,2022-01-05,0,0,[0]
259333,2022-01-05,0,15.37,"(15, 20]"
259334,2022-01-05,0,0,[0]
259335,2022-01-05,0,0,[0]
259336,2022-01-05,0,0,[0]
259337,2022-01-05,0,0.05,"(0, 5]"
259338,2022-01-05,0,0,[0]
259339,2022-01-05,0,0,[0]
259340,2022-01-05,0,0,[0]
259341,2022-01-05,0,0,[0]
259342,2022-01-05,0,0,[0]
259343,2022-01-05,0,10.95,"(10, 15]"
259344,2022-01-05,0,8.82,"(5, 10]"
259345,2022-01-05,0,12.95,"(10, 15]"
259346,2022-01-05,0,0,[0]
259347,2022-01-05,0,0,[0]
259348,2022-01-05,0,0,[0]
259349,2022-01-05,0,1.68,"(0, 5]"
259350,2022-01-05,0,365.73,"(240, 480]"
259351,2022-01-05,0,1.55,"(0, 5]"
259352,2022-01-05,0,0,[0]
259353,2022-01-05,0,0,[0]
259354,2022-01-05,0,72.35,"(70, 80]"
259355,2022-01-05,0,0.07,"(0, 5]"
259356,2022-01-05,0,8.11,"(5, 10]"
259357,2022-01-05,0,0,[0]
259358,2022-01-05,0,0,[0]
259359,2022-01-05,0,0,[0]
259360,2022-01-05,0,3.13,"(0, 5]"
259361,2022-01-05,1,40.88,"(40, 50]"
259362,2022-01-05,0,0,[0]
259363,2022-01-05,0,0,[0]
259364,2022-01-05,0,41.95,"(40, 50]"
259365,2022-01-05,0,0.38,"(0, 5]"
259366,2022-01-05,0,68.3,"(60, 70]"
259367,2022-01-05,0,0,[0]
259369,2022-01-05,0,0,[0]
259370,2022-01-05,0,0,[0]
259371,2022-01-05,0,0.25,"(0, 5]"
259372,2022-01-05,0,1.48,"(0, 5]"
259373,2022-01-05,0,0,[0]
259374,2022-01-05,0,39.33,"(30, 40]"
259375,2022-01-05,0,0,[0]
259376,2022-01-05,0,0,[0]
259377,2022-01-05,0,0,[0]
259378,2022-01-05,0,26.46,"(25, 30]"
259379,2022-01-05,0,0.08,"(0, 5]"
259380,2022-01-05,0,0,[0]
259381,2022-01-05,0,0,[0]
259382,2022-01-05,0,1.2,"(0, 5]"
259383,2022-01-05,0,20.31,"(20, 25]"
259384,2022-01-05,0,66.93,"(60, 70]"
259385,2022-01-05,0,2.22,"(0, 5]"
259386,2022-01-05,0,0.17,"(0, 5]"
259387,2022-01-05,0,2.22,"(0, 5]"
259388,2022-01-05,0,0.2,"(0, 5]"
259389,2022-01-05,0,0,[0]
259390,2022-01-05,0,37.26,"(30, 40]"
259391,2022-01-05,0,0,[0]
259392,2022-01-05,0,0,[0]
259393,2022-01-05,0,73.01,"(70, 80]"
259394,2022-01-05,0,0,[0]
259395,2022-01-05,0,45.28,"(40, 50]"
259396,2022-01-05,0,0,[0]
259397,2022-01-05,0,0,[0]
259398,2022-01-05,1,53.8,"(50, 60]"
259399,2022-01-05,0,0,[0]
259400,2022-01-05,0,23.52,"(20, 25]"
259401,2022-01-05,0,64.78,"(60, 70]"
259402,2022-01-05,0,10.49,"(10, 15]"
259403,2022-01-05,0,0,[0]
259404,2022-01-05,0,0,[0]
259405,2022-01-05,0,0,[0]
259406,2022-01-05,0,0,[0]
259407,2022-01-05,0,2.22,"(0, 5]"
259408,2022-01-05,1,0,[0]
259409,2022-01-05,0,0,[0]
259410,2022-01-05,0,12.27,"(10, 15]"
259411,2022-01-05,0,0,[0]
259412,2022-01-05,0,14.35,"(10, 15]"
259413,2022-01-05,0,0,[0]
259414,2022-01-05,0,0,[0]
259415,2022-01-05,0,0.27,"(0, 5]"
259416,2022-01-05,0,0,[0]
259417,2022-01-05,0,0,[0]
259418,2022-01-05,0,26.4,"(25, 30]"
259419,2022-01-05,0,0,[0]
259420,2022-01-06,0,0,[0]
259421,2022-01-06,0,0.13,"(0, 5]"
259422,2022-01-06,0,2.7,"(0, 5]"
259423,2022-01-06,0,0,[0]
259424,2022-01-06,0,1.05,"(0, 5]"
259425,2022-01-06,0,0,[0]
259426,2022-01-06,0,28.39,"(25, 30]"
259427,2022-01-06,0,111.81,"(110, 120]"
259428,2022-01-06,0,0,[0]
259429,2022-01-06,1,20.53,"(20, 25]"
259430,2022-01-06,0,0,[0]
259431,2022-01-06,0,0,[0]
259432,2022-01-06,0,0,[0]
259433,2022-01-06,0,10.58,"(10, 15]"
259434,2022-01-06,0,0,[0]
259435,2022-01-06,0,43.23,"(40, 50]"
259436,2022-01-06,0,78.14,"(70, 80]"
259437,2022-01-06,1,55.28,"(50, 60]"
259438,2022-01-06,0,0,[0]
259439,2022-01-06,0,0,[0]
259440,2022-01-06,0,3.45,"(0, 5]"
259441,2022-01-06,0,18.18,"(15, 20]"
