student_id,date_registered,f2p,total_minutes_watched,buckets
262742,2022-02-05,0,0.27,"(0, 5]"
262743,2022-02-05,0,0,[0]
262744,2022-02-05,0,0,[0]
262745,2022-02-05,0,0,[0]
262746,2022-02-05,0,43.92,"(40, 50]"
262747,2022-02-05,0,61.49,"(60, 70]"
262748,2022-02-05,0,0,[0]
262749,2022-02-05,0,0,[0]
262750,2022-02-05,1,9.53,"(5, 10]"
262751,2022-02-05,0,0,[0]
262752,2022-02-05,0,9.38,"(5, 10]"
262753,2022-02-05,0,0,[0]
262754,2022-02-05,1,44.57,"(40, 50]"
262755,2022-02-05,0,1.17,"(0, 5]"
262756,2022-02-05,0,0,[0]
262757,2022-02-05,0,1.27,"(0, 5]"
262758,2022-02-05,0,0,[0]
262759,2022-02-05,0,0,[0]
262760,2022-02-05,0,0,[0]
262761,2022-02-05,1,30.76,"(30, 40]"
262762,2022-02-05,0,0.37,"(0, 5]"
262763,2022-02-05,0,1.43,"(0, 5]"
262764,2022-02-05,0,4.17,"(0, 5]"
262765,2022-02-05,0,0,[0]
262766,2022-02-05,0,0,[0]
262767,2022-02-05,0,6.97,"(5, 10]"
262768,2022-02-05,0,0,[0]
262769,2022-02-05,0,0,[0]
262770,2022-02-05,0,0,[0]
262771,2022-02-05,0,8.2,"(5, 10]"
262772,2022-02-05,0,0,[0]
262773,2022-02-05,0,0.22,"(0, 5]"
262774,2022-02-05,0,0,[0]
262775,2022-02-05,0,0,[0]
262776,2022-02-05,0,0,[0]
262777,2022-02-05,0,0.15,"(0, 5]"
262778,2022-02-05,0,0.42,"(0, 5]"
262779,2022-02-05,0,1.27,"(0, 5]"
262780,2022-02-05,0,0,[0]
262781,2022-02-05,0,0.37,"(0, 5]"
262782,2022-02-05,0,48.07,"(40, 50]"
262783,2022-02-05,0,0,[0]
262784,2022-02-05,1,0.67,"(0, 5]"
262785,2022-02-05,0,2.4,"(0, 5]"
262786,2022-02-05,0,0,[0]
262787,2022-02-05,0,0,[0]
262788,2022-02-05,0,0.6,"(0, 5]"
262789,2022-02-05,0,0,[0]
262790,2022-02-05,0,0,[0]
262791,2022-02-05,0,76.16,"(70, 80]"
262792,2022-02-05,1,0,[0]
262793,2022-02-05,0,3.03,"(0, 5]"
262794,2022-02-05,0,1.13,"(0, 5]"
262795,2022-02-05,0,0,[0]
262796,2022-02-05,0,0,[0]
262797,2022-02-06,0,0,[0]
262798,2022-02-06,0,56.55,"(50, 60]"
262799,2022-02-06,0,0.28,"(0, 5]"
262800,2022-02-06,0,0,[0]
262801,2022-02-06,0,0,[0]
262802,2022-02-06,0,0,[0]
262803,2022-02-06,0,0,[0]
262804,2022-02-06,0,0,[0]
262805,2022-02-06,0,1.42,"(0, 5]"
262806,2022-02-06,0,39.44,"(30, 40]"
262807,2022-02-06,0,64.05,"(60, 70]"
262808,2022-02-06,0,2.38,"(0, 5]"
262809,2022-02-06,0,1.58,"(0, 5]"
262810,2022-02-06,0,2.72,"(0, 5]"
262811,2022-02-06,0,0,[0]
262812,2022-02-06,0,2.02,"(0, 5]"
262813,2022-02-06,0,0,[0]
262814,2022-02-06,0,0,[0]
262815,2022-02-06,0,0,[0]
262816,2022-02-06,0,0.57,"(0, 5]"
262817,2022-02-06,1,0,[0]
262818,2022-02-06,0,0.35,"(0, 5]"
262819,2022-02-06,1,104.9,"(100, 110]"
262820,2022-02-06,0,34.67,"(30, 40]"
262821,2022-02-06,1,120.21,"(120, 240]"
262822,2022-02-06,0,55.93,"(50, 60]"
262823,2022-02-06,0,0.6,"(0, 5]"
262824,2022-02-06,0,0,[0]
262825,2022-02-06,0,0,[0]
262826,2022-02-06,1,149.19,"(120, 240]"
262827,2022-02-06,0,1.18,"(0, 5]"
262828,2022-02-06,0,0,[0]
262829,2022-02-06,0,0.13,"(0, 5]"
262830,2022-02-06,0,0.43,"(0, 5]"
262831,2022-02-06,0,0,[0]
262832,2022-02-06,0,1.42,"(0, 5]"
262833,2022-02-06,0,0,[0]
262834,2022-02-06,0,2.75,"(0, 5]"
262835,2022-02-06,0,7.4,"(5, 10]"
262836,2022-02-06,0,0,[0]
262837,2022-02-06,0,0,[0]
262838,2022-02-06,0,0,[0]
262839,2022-02-06,0,1.92,"(0, 5]"
262840,2022-02-06,0,0.13,"(0, 5]"
262841,2022-02-06,0,0,[0]
262842,2022-02-06,0,0,[0]
262843,2022-02-06,0,18.1,"(15, 20]"
262844,2022-02-06,0,0,[0]
262845,2022-02-06,0,32.3,"(30, 40]"
262846,2022-02-06,0,0.17,"(0, 5]"
262847,2022-02-06,0,0,[0]
262848,2022-02-06,0,0.05,"(0, 5]"
262849,2022-02-06,0,0,[0]
262850,2022-02-06,0,13.48,"(10, 15]"
262851,2022-02-06,0,0,[0]
262852,2022-02-06,0,0,[0]
262853,2022-02-06,0,0,[0]
262854,2022-02-06,0,0,[0]
262855,2022-02-06,0,0,[0]
262856,2022-02-06,0,0,[0]
262857,2022-02-06,0,0.18,"(0, 5]"
262858,2022-02-06,0,14.61,"(10, 15]"
262859,2022-02-06,0,0.55,"(0, 5]"
262860,2022-02-06,0,0,[0]
262861,2022-02-06,1,6.55,"(5, 10]"
262862,2022-02-06,0,0,[0]
262863,2022-02-06,0,0,[0]
262864,2022-02-06,0,0,[0]
262865,2022-02-06,0,0,[0]
262866,2022-02-06,0,21.07,"(20, 25]"
262867,2022-02-06,0,0,[0]
262868,2022-02-06,0,10.43,"(10, 15]"
262869,2022-02-06,0,0,[0]
262870,2022-02-06,0,291.23,"(240, 480]"
262871,2022-02-06,0,0,[0]
262872,2022-02-06,0,0,[0]
262873,2022-02-06,0,0,[0]
262874,2022-02-06,0,0,[0]
262875,2022-02-06,0,17.78,"(15, 20]"
262876,2022-02-06,0,2.82,"(0, 5]"
262877,2022-02-06,0,0.52,"(0, 5]"
262878,2022-02-06,0,0,[0]
262879,2022-02-06,0,0,[0]
262880,2022-02-06,0,24.81,"(20, 25]"
262881,2022-02-06,0,0,[0]
262882,2022-02-06,0,1.8,"(0, 5]"
262883,2022-02-06,0,0,[0]
262884,2022-02-06,0,0,[0]
262885,2022-02-06,0,24.43,"(20, 25]"
262886,2022-02-06,0,9.38,"(5, 10]"
262887,2022-02-06,0,0,[0]
262888,2022-02-06,0,0,[0]
262889,2022-02-06,0,0.07,"(0, 5]"
262890,2022-02-06,0,1.65,"(0, 5]"
262891,2022-02-07,0,0.3,"(0, 5]"
262892,2022-02-07,0,0.88,"(0, 5]"
262893,2022-02-07,0,58.25,"(50, 60]"
262894,2022-02-07,0,0,[0]
262895,2022-02-07,0,0,[0]
262896,2022-02-07,0,0,[0]
262897,2022-02-07,0,0,[0]
262898,2022-02-07,0,0,[0]
262899,2022-02-07,0,0,[0]
262900,2022-02-07,0,0,[0]
262901,2022-02-07,0,0,[0]
262902,2022-02-07,0,0,[0]
262903,2022-02-07,0,0,[0]
262904,2022-02-07,0,0,[0]
262905,2022-02-07,0,0,[0]
262906,2022-02-07,0,0,[0]
262907,2022-02-07,0,146.53,"(120, 240]"
262908,2022-02-07,1,26.15,"(25, 30]"
262909,2022-02-07,0,0,[0]
262910,2022-02-07,0,0,[0]
262911,2022-02-07,0,0,[0]
262912,2022-02-07,0,0,[0]
262913,2022-02-07,0,0,[0]
262914,2022-02-07,0,0,[0]
262915,2022-02-07,0,0,[0]
262916,2022-02-07,0,0.23,"(0, 5]"
262917,2022-02-07,0,0,[0]
262918,2022-02-07,0,0,[0]
262919,2022-02-07,0,31.35,"(30, 40]"
262920,2022-02-07,0,0,[0]
262921,2022-02-07,0,0,[0]
262922,2022-02-07,0,0,[0]
262923,2022-02-07,0,1.08,"(0, 5]"
262924,2022-02-07,0,0,[0]
262925,2022-02-07,0,2.07,"(0, 5]"
262926,2022-02-07,0,0,[0]
262927,2022-02-07,0,2.6,"(0, 5]"
262928,2022-02-07,0,32.25,"(30, 40]"
262929,2022-02-07,0,33.47,"(30, 40]"
262930,2022-02-07,0,8.12,"(5, 10]"
262931,2022-02-07,0,0,[0]
262932,2022-02-07,0,1.59,"(0, 5]"
262933,2022-02-07,0,0,[0]
262934,2022-02-07,0,0,[0]
262935,2022-02-07,0,3.85,"(0, 5]"
262936,2022-02-07,0,2.73,"(0, 5]"
262937,2022-02-07,0,0.27,"(0, 5]"
262938,2022-02-07,0,0,[0]
262939,2022-02-07,0,56.45,"(50, 60]"
262940,2022-02-07,0,0,[0]
262941,2022-02-07,0,1.47,"(0, 5]"
262942,2022-02-07,0,11.97,"(10, 15]"
262943,2022-02-07,0,0,[0]
262944,2022-02-07,1,5.65,"(5, 10]"
262945,2022-02-07,0,0,[0]
262946,2022-02-07,0,0,[0]
262947,2022-02-07,0,31.97,"(30, 40]"
262948,2022-02-07,0,127.5,"(120, 240]"
262949,2022-02-07,0,0,[0]
262950,2022-02-07,0,0,[0]
262951,2022-02-07,0,0,[0]
262952,2022-02-07,0,0,[0]
262953,2022-02-07,0,0.23,"(0, 5]"
262955,2022-02-07,1,11.48,"(10, 15]"
262956,2022-02-07,0,0,[0]
262957,2022-02-07,0,0.47,"(0, 5]"
262958,2022-02-07,0,0,[0]
262959,2022-02-07,0,0,[0]
262960,2022-02-07,0,0,[0]
262961,2022-02-07,0,0,[0]
262962,2022-02-07,0,62.31,"(60, 70]"
262963,2022-02-07,0,0,[0]
262964,2022-02-07,0,0.43,"(0, 5]"
262965,2022-02-07,0,0,[0]
262966,2022-02-07,0,0,[0]
262967,2022-02-07,1,7.56,"(5, 10]"
262968,2022-02-07,0,0,[0]
262969,2022-02-07,0,18.77,"(15, 20]"
262970,2022-02-07,0,0,[0]
262971,2022-02-07,0,20.07,"(20, 25]"
262972,2022-02-07,0,0,[0]
262973,2022-02-07,1,95.56,"(90, 100]"
262974,2022-02-07,0,0,[0]
262975,2022-02-07,0,0,[0]
262976,2022-02-07,0,0,[0]
262977,2022-02-07,0,8.86,"(5, 10]"
262978,2022-02-07,0,0,[0]
262979,2022-02-07,0,0.28,"(0, 5]"
262980,2022-02-07,0,50.04,"(50, 60]"
262981,2022-02-07,0,6.55,"(5, 10]"
262982,2022-02-07,0,0,[0]
262983,2022-02-07,0,39.01,"(30, 40]"
262984,2022-02-07,0,0,[0]
262985,2022-02-07,0,1.85,"(0, 5]"
262986,2022-02-07,0,92.72,"(90, 100]"
262987,2022-02-07,0,0,[0]
262988,2022-02-07,1,221.66,"(120, 240]"
262989,2022-02-07,0,7.43,"(5, 10]"
262990,2022-02-07,0,7.08,"(5, 10]"
262991,2022-02-07,1,0,[0]
262992,2022-02-07,1,0.52,"(0, 5]"
262993,2022-02-07,0,0,[0]
262994,2022-02-07,0,10.52,"(10, 15]"
262995,2022-02-07,0,0.2,"(0, 5]"
262996,2022-02-07,0,0,[0]
262997,2022-02-07,0,57.38,"(50, 60]"
262998,2022-02-07,0,7.3,"(5, 10]"
262999,2022-02-07,0,0,[0]
263000,2022-02-07,1,1.1,"(0, 5]"
263001,2022-02-07,0,0,[0]
263002,2022-02-07,0,0.63,"(0, 5]"
263003,2022-02-07,0,6.57,"(5, 10]"
263004,2022-02-08,0,36.17,"(30, 40]"
263005,2022-02-08,0,3.5,"(0, 5]"
263006,2022-02-08,0,17.65,"(15, 20]"
263007,2022-02-08,0,0.08,"(0, 5]"
263008,2022-02-08,1,45.17,"(40, 50]"
263009,2022-02-08,0,0,[0]
263010,2022-02-08,0,0,[0]
263011,2022-02-08,0,0,[0]
263012,2022-02-08,0,0,[0]
263013,2022-02-08,0,0,[0]
263014,2022-02-08,0,0,[0]
263015,2022-02-08,0,0,[0]
263016,2022-02-08,0,13.35,"(10, 15]"
263017,2022-02-08,0,0,[0]
263018,2022-02-08,0,0,[0]
263019,2022-02-08,0,0,[0]
263020,2022-02-08,0,0,[0]
263021,2022-02-08,0,0.63,"(0, 5]"
263022,2022-02-08,0,0.42,"(0, 5]"
263023,2022-02-08,0,0,[0]
263024,2022-02-08,0,49.93,"(40, 50]"
263025,2022-02-08,0,0,[0]
263026,2022-02-08,0,0,[0]
263027,2022-02-08,0,43.77,"(40, 50]"
263029,2022-02-08,0,12.5,"(10, 15]"
263030,2022-02-08,0,0,[0]
263031,2022-02-08,0,0,[0]
263032,2022-02-08,0,46.88,"(40, 50]"
263033,2022-02-08,0,0,[0]
263034,2022-02-08,0,0,[0]
263035,2022-02-08,0,0,[0]
263036,2022-02-08,0,0,[0]
263038,2022-02-08,0,0,[0]
263039,2022-02-08,0,0,[0]
263041,2022-02-08,0,0,[0]
263043,2022-02-08,0,7.95,"(5, 10]"
263044,2022-02-08,0,0,[0]
263045,2022-02-08,0,2.42,"(0, 5]"
263046,2022-02-08,0,0,[0]
263047,2022-02-08,0,21.2,"(20, 25]"
263048,2022-02-08,0,0,[0]
263049,2022-02-08,0,0.33,"(0, 5]"
263050,2022-02-08,0,23.08,"(20, 25]"
263052,2022-02-08,0,0,[0]
263053,2022-02-08,0,0,[0]
263054,2022-02-08,0,6.87,"(5, 10]"
263055,2022-02-08,0,103.88,"(100, 110]"
263056,2022-02-08,0,0,[0]
263057,2022-02-08,0,5.59,"(5, 10]"
263058,2022-02-08,0,0,[0]
263059,2022-02-08,0,0,[0]
263060,2022-02-08,0,0,[0]
263061,2022-02-08,0,20.83,"(20, 25]"
263062,2022-02-08,0,0,[0]
263063,2022-02-08,0,3.32,"(0, 5]"
263064,2022-02-08,0,0.37,"(0, 5]"
263065,2022-02-08,1,37.45,"(30, 40]"
263066,2022-02-08,0,8.97,"(5, 10]"
263067,2022-02-08,0,26.55,"(25, 30]"
263068,2022-02-08,0,0,[0]
263069,2022-02-08,1,0,[0]
263070,2022-02-08,0,0,[0]
263071,2022-02-08,0,24.06,"(20, 25]"
263072,2022-02-08,1,0,[0]
263073,2022-02-08,0,0,[0]
263074,2022-02-08,1,0,[0]
263075,2022-02-08,0,0,[0]
263076,2022-02-08,1,9.41,"(5, 10]"
263077,2022-02-08,1,0,[0]
263078,2022-02-08,1,0,[0]
263079,2022-02-08,1,0,[0]
263080,2022-02-08,1,0,[0]
263081,2022-02-08,0,0,[0]
263082,2022-02-08,1,0,[0]
263083,2022-02-08,0,1.57,"(0, 5]"
263084,2022-02-08,0,45.42,"(40, 50]"
263085,2022-02-08,0,0.15,"(0, 5]"
263086,2022-02-08,1,0.78,"(0, 5]"
263087,2022-02-08,1,26.88,"(25, 30]"
263088,2022-02-08,0,0,[0]
263089,2022-02-08,0,0,[0]
263090,2022-02-08,0,34.57,"(30, 40]"
263091,2022-02-08,0,0,[0]
263092,2022-02-08,0,20.69,"(20, 25]"
263093,2022-02-08,0,8.08,"(5, 10]"
263094,2022-02-08,0,25.63,"(25, 30]"
263095,2022-02-08,0,0,[0]
263096,2022-02-08,0,7.18,"(5, 10]"
263097,2022-02-08,0,0,[0]
263098,2022-02-08,0,0,[0]
263099,2022-02-08,0,0,[0]
263100,2022-02-08,0,0,[0]
263101,2022-02-08,0,87.74,"(80, 90]"
263102,2022-02-08,0,0,[0]
263103,2022-02-08,0,112.81,"(110, 120]"
263104,2022-02-08,1,6.67,"(5, 10]"
263105,2022-02-08,0,0,[0]
263106,2022-02-08,0,0,[0]
263107,2022-02-08,0,0,[0]
263108,2022-02-08,0,0,[0]
263109,2022-02-08,0,0,[0]
263110,2022-02-08,0,0,[0]
263111,2022-02-08,0,0,[0]
263112,2022-02-08,1,2.53,"(0, 5]"
263113,2022-02-08,0,7,"(5, 10]"
263114,2022-02-08,0,0,[0]
263115,2022-02-08,0,0.12,"(0, 5]"
263116,2022-02-08,0,0,[0]
263117,2022-02-08,0,0,[0]
263118,2022-02-08,1,2.57,"(0, 5]"
263119,2022-02-08,0,0,[0]
263120,2022-02-08,1,46.52,"(40, 50]"
263121,2022-02-08,0,0,[0]
263122,2022-02-08,0,103.43,"(100, 110]"
263123,2022-02-08,0,0,[0]
263124,2022-02-08,0,8.22,"(5, 10]"
263125,2022-02-08,0,0,[0]
263126,2022-02-08,1,10.52,"(10, 15]"
263127,2022-02-08,0,0,[0]
263128,2022-02-08,0,0,[0]
263129,2022-02-09,0,0,[0]
263130,2022-02-09,0,0,[0]
263131,2022-02-09,0,44.5,"(40, 50]"
263132,2022-02-09,0,0,[0]
263133,2022-02-09,0,0,[0]
263134,2022-02-09,0,0,[0]
263135,2022-02-09,0,0,[0]
263136,2022-02-09,0,1.28,"(0, 5]"
263137,2022-02-09,0,2.15,"(0, 5]"
263138,2022-02-09,0,6.25,"(5, 10]"
263139,2022-02-09,0,1.85,"(0, 5]"
263140,2022-02-09,0,0,[0]
263141,2022-02-09,0,5.52,"(5, 10]"
263142,2022-02-09,0,0,[0]
263143,2022-02-09,0,5.96,"(5, 10]"
263144,2022-02-09,0,60.63,"(60, 70]"
263145,2022-02-09,0,0,[0]
263146,2022-02-09,1,0,[0]
263147,2022-02-09,0,6.72,"(5, 10]"
263148,2022-02-09,0,8.22,"(5, 10]"
263149,2022-02-09,0,0,[0]
263150,2022-02-09,0,0,[0]
263151,2022-02-09,0,0.38,"(0, 5]"
263152,2022-02-09,0,11.27,"(10, 15]"
263153,2022-02-09,0,46.58,"(40, 50]"
263154,2022-02-09,0,22.86,"(20, 25]"
263155,2022-02-09,0,3.48,"(0, 5]"
263156,2022-02-09,0,11.68,"(10, 15]"
263157,2022-02-09,0,0,[0]
263158,2022-02-09,0,50.68,"(50, 60]"
263159,2022-02-09,0,0,[0]
263160,2022-02-09,0,0,[0]
263161,2022-02-09,0,0,[0]
263162,2022-02-09,0,17.87,"(15, 20]"
263163,2022-02-09,0,0,[0]
263164,2022-02-09,0,4.43,"(0, 5]"
263165,2022-02-09,0,0,[0]
263166,2022-02-09,0,0,[0]
263167,2022-02-09,0,0,[0]
263168,2022-02-09,0,14.33,"(10, 15]"
263169,2022-02-09,0,0,[0]
263170,2022-02-09,0,7.97,"(5, 10]"
263171,2022-02-09,0,4.53,"(0, 5]"
263172,2022-02-09,0,0.18,"(0, 5]"
263173,2022-02-09,0,0,[0]
263174,2022-02-09,0,0,[0]
263175,2022-02-09,0,0,[0]
263176,2022-02-09,0,0,[0]
263177,2022-02-09,0,0.35,"(0, 5]"
263178,2022-02-09,0,18.66,"(15, 20]"
263179,2022-02-09,0,0.5,"(0, 5]"
263180,2022-02-09,0,0.97,"(0, 5]"
263181,2022-02-09,0,0,[0]
263182,2022-02-09,0,0,[0]
263183,2022-02-08,0,0,[0]
263184,2022-02-09,0,0,[0]
263185,2022-02-09,0,0,[0]
263186,2022-02-09,0,0,[0]
263187,2022-02-09,0,56.1,"(50, 60]"
263188,2022-02-09,0,0,[0]
263189,2022-02-09,0,1.28,"(0, 5]"
263190,2022-02-09,0,0,[0]
263191,2022-02-09,0,0,[0]
263192,2022-02-09,0,7.59,"(5, 10]"
263193,2022-02-09,0,0,[0]
263194,2022-02-09,0,7.62,"(5, 10]"
263195,2022-02-09,0,18.1,"(15, 20]"
263196,2022-02-09,0,7.6,"(5, 10]"
263197,2022-02-09,0,901.85,"(480, 1000]"
263198,2022-02-09,0,1.02,"(0, 5]"
263199,2022-02-09,0,0,[0]
263200,2022-02-09,0,3.49,"(0, 5]"
263201,2022-02-09,0,0,[0]
263202,2022-02-09,0,0,[0]
263203,2022-02-09,0,0,[0]
263204,2022-02-09,0,0,[0]
263205,2022-02-09,0,51.2,"(50, 60]"
263206,2022-02-09,0,12.13,"(10, 15]"
263207,2022-02-09,0,0,[0]
263208,2022-02-09,0,0.63,"(0, 5]"
263209,2022-02-09,0,0,[0]
263210,2022-02-09,1,47.42,"(40, 50]"
263211,2022-02-09,0,0,[0]
263212,2022-02-09,0,2.27,"(0, 5]"
263213,2022-02-09,0,0.43,"(0, 5]"
263214,2022-02-09,0,0,[0]
263215,2022-02-09,0,0,[0]
263216,2022-02-09,1,0,[0]
263217,2022-02-09,0,0,[0]
263218,2022-02-09,0,2.4,"(0, 5]"
263219,2022-02-09,0,0,[0]
263220,2022-02-09,0,8.76,"(5, 10]"
263221,2022-02-09,0,6.45,"(5, 10]"
263222,2022-02-09,0,0,[0]
263223,2022-02-09,0,0,[0]
263224,2022-02-09,0,33.6,"(30, 40]"
263225,2022-02-09,0,0,[0]
263226,2022-02-09,0,0,[0]
263227,2022-02-09,0,172.14,"(120, 240]"
263228,2022-02-09,0,0,[0]
263229,2022-02-09,0,5.48,"(5, 10]"
263230,2022-02-09,0,1.67,"(0, 5]"
263231,2022-02-09,1,92.91,"(90, 100]"
263232,2022-02-09,0,2.8,"(0, 5]"
263233,2022-02-09,0,0,[0]
263234,2022-02-09,0,29.98,"(25, 30]"
263235,2022-02-09,0,46.84,"(40, 50]"
263236,2022-02-09,0,17.3,"(15, 20]"
263237,2022-02-10,0,46.67,"(40, 50]"
263238,2022-02-10,0,23.5,"(20, 25]"
263239,2022-02-10,0,22.25,"(20, 25]"
263240,2022-02-10,0,0,[0]
263241,2022-02-10,0,0,[0]
263242,2022-02-10,0,0.35,"(0, 5]"
263243,2022-02-10,0,0,[0]
263244,2022-02-10,0,143.78,"(120, 240]"
263245,2022-02-10,0,0,[0]
263246,2022-02-10,0,0,[0]
263247,2022-02-10,0,0,[0]
263248,2022-02-10,0,0,[0]
263249,2022-02-10,0,0,[0]
263250,2022-02-10,0,0,[0]
263251,2022-02-10,0,0,[0]
263252,2022-02-10,1,0,[0]
263253,2022-02-10,0,33.4,"(30, 40]"
263254,2022-02-10,0,50.47,"(50, 60]"
263255,2022-02-10,0,0,[0]
263256,2022-02-10,0,5.52,"(5, 10]"
263257,2022-02-10,0,5.75,"(5, 10]"
263258,2022-02-10,0,0,[0]
263259,2022-02-10,0,0,[0]
263260,2022-02-10,0,0,[0]
263261,2022-02-10,0,0,[0]
263262,2022-02-10,0,0,[0]
263263,2022-02-10,0,0,[0]
263264,2022-02-10,0,79.33,"(70, 80]"
263265,2022-02-10,0,0,[0]
263266,2022-02-10,0,0,[0]
263267,2022-02-10,0,0,[0]
263268,2022-02-10,0,77.53,"(70, 80]"
263269,2022-02-10,0,0,[0]
263270,2022-02-10,0,0.67,"(0, 5]"
263271,2022-02-10,0,0,[0]
263272,2022-02-10,0,16.31,"(15, 20]"
263273,2022-02-10,0,45.05,"(40, 50]"
263274,2022-02-10,0,0,[0]
263275,2022-02-10,0,0,[0]
263276,2022-02-10,0,44.52,"(40, 50]"
263277,2022-02-10,0,0,[0]
263278,2022-02-10,0,1.07,"(0, 5]"
263279,2022-02-10,0,42.7,"(40, 50]"
263280,2022-02-10,0,0,[0]
263281,2022-02-10,0,0.12,"(0, 5]"
263282,2022-02-10,0,0.12,"(0, 5]"
263283,2022-02-10,0,4.5,"(0, 5]"
263284,2022-02-10,0,3.78,"(0, 5]"
263286,2022-02-10,0,0,[0]
263287,2022-02-10,0,0,[0]
263288,2022-02-10,0,0,[0]
263289,2022-02-10,0,33.79,"(30, 40]"
263290,2022-02-10,0,7.45,"(5, 10]"
263291,2022-02-10,0,0,[0]
263292,2022-02-10,0,0,[0]
263293,2022-02-10,1,6.55,"(5, 10]"
263294,2022-02-10,0,0,[0]
263295,2022-02-10,0,226.3,"(120, 240]"
263296,2022-02-10,1,0,[0]
263297,2022-02-10,0,0,[0]
263298,2022-02-10,0,2.65,"(0, 5]"
263299,2022-02-10,0,0.68,"(0, 5]"
263300,2022-02-10,1,119.23,"(110, 120]"
263301,2022-02-10,0,74.37,"(70, 80]"
263302,2022-02-10,0,0,[0]
263303,2022-02-10,0,18.97,"(15, 20]"
263304,2022-02-10,0,11.92,"(10, 15]"
263305,2022-02-10,0,0,[0]
263306,2022-02-10,0,0,[0]
263307,2022-02-10,1,62.62,"(60, 70]"
263308,2022-02-10,0,0,[0]
263309,2022-02-10,1,232.04,"(120, 240]"
263310,2022-02-10,0,0.05,"(0, 5]"
263311,2022-02-10,0,0,[0]
263312,2022-02-11,0,0,[0]
263313,2022-02-11,0,0,[0]
263314,2022-02-11,0,1.2,"(0, 5]"
263315,2022-02-11,0,0,[0]
263316,2022-02-11,0,0,[0]
263317,2022-02-11,0,0.17,"(0, 5]"
263318,2022-02-11,0,0,[0]
263319,2022-02-11,0,35.35,"(30, 40]"
263320,2022-02-11,0,0.22,"(0, 5]"
263321,2022-02-11,1,7.03,"(5, 10]"
263322,2022-02-11,0,0.1,"(0, 5]"
263323,2022-02-11,0,34.91,"(30, 40]"
263324,2022-02-11,0,46.98,"(40, 50]"
263325,2022-02-11,0,0,[0]
263326,2022-02-11,0,0,[0]
263327,2022-02-11,0,0,[0]
263328,2022-02-11,0,1.41,"(0, 5]"
263329,2022-02-11,0,0,[0]
263330,2022-02-11,0,0,[0]
263331,2022-02-11,0,0.2,"(0, 5]"
263332,2022-02-11,0,0.17,"(0, 5]"
263333,2022-02-11,0,1.5,"(0, 5]"
263334,2022-02-11,0,0.17,"(0, 5]"
263335,2022-02-11,0,0,[0]
263336,2022-02-11,0,1.15,"(0, 5]"
263337,2022-02-11,0,0,[0]
263338,2022-02-11,0,0,[0]
263339,2022-02-11,0,0,[0]
263340,2022-02-11,0,46.69,"(40, 50]"
263341,2022-02-11,0,0,[0]
263342,2022-02-11,0,0,[0]
263343,2022-02-11,0,0.32,"(0, 5]"
263344,2022-02-11,0,0,[0]
263345,2022-02-11,0,0,[0]
263346,2022-02-11,0,0,[0]
263347,2022-02-11,0,8.82,"(5, 10]"
263348,2022-02-11,0,0,[0]
263349,2022-02-11,0,1.42,"(0, 5]"
263350,2022-02-11,0,0,[0]
263351,2022-02-11,0,0.2,"(0, 5]"
263352,2022-02-11,0,3.85,"(0, 5]"
263353,2022-02-11,0,30.08,"(30, 40]"
263354,2022-02-11,0,172.33,"(120, 240]"
263355,2022-02-11,0,130.38,"(120, 240]"
263356,2022-02-11,0,18.4,"(15, 20]"
263357,2022-02-11,0,0,[0]
263358,2022-02-11,0,3.33,"(0, 5]"
263359,2022-02-11,0,0,[0]
263360,2022-02-11,0,0.15,"(0, 5]"
263361,2022-02-11,0,6.98,"(5, 10]"
263362,2022-02-11,0,0,[0]
263363,2022-02-11,1,18.4,"(15, 20]"
263364,2022-02-11,1,121.64,"(120, 240]"
263365,2022-02-11,0,0,[0]
263366,2022-02-11,0,0,[0]
263367,2022-02-11,0,66.52,"(60, 70]"
263368,2022-02-11,1,0,[0]
263369,2022-02-11,0,1.52,"(0, 5]"
263370,2022-02-11,0,0.5,"(0, 5]"
263371,2022-02-11,0,1.18,"(0, 5]"
263372,2022-02-11,0,0,[0]
263373,2022-02-11,0,21.43,"(20, 25]"
263374,2022-02-11,0,0,[0]
263375,2022-02-11,0,0,[0]
263376,2022-02-11,0,0.27,"(0, 5]"
263377,2022-02-11,0,0,[0]
263378,2022-02-11,0,0.08,"(0, 5]"
263379,2022-02-11,0,19.05,"(15, 20]"
263380,2022-02-11,0,2.65,"(0, 5]"
263381,2022-02-11,0,57.56,"(50, 60]"
263382,2022-02-11,0,0,[0]
263383,2022-02-11,0,0,[0]
263384,2022-02-11,0,0,[0]
263385,2022-02-11,0,0.1,"(0, 5]"
263386,2022-02-11,0,103.82,"(100, 110]"
263387,2022-02-11,0,0.89,"(0, 5]"
263388,2022-02-11,1,44.79,"(40, 50]"
263389,2022-02-11,0,0,[0]
263390,2022-02-11,0,0,[0]
263391,2022-02-11,0,1.03,"(0, 5]"
263392,2022-02-11,1,19.77,"(15, 20]"
263393,2022-02-11,0,8.6,"(5, 10]"
263394,2022-02-11,0,0,[0]
263395,2022-02-11,0,5.15,"(5, 10]"
263396,2022-02-11,0,0.45,"(0, 5]"
263397,2022-02-11,0,0,[0]
263398,2022-02-11,0,0,[0]
263399,2022-02-11,0,0.69,"(0, 5]"
263400,2022-02-12,0,0,[0]
263401,2022-02-12,0,0,[0]
263402,2022-02-12,0,0.12,"(0, 5]"
263403,2022-02-12,0,0,[0]
263404,2022-02-12,0,0,[0]
